date,state,cases_new,cases_recovered,cases_active
2/16/2021,Sarawak,193,145,1710
2/16/2021,Selangor,1300,4067,16252
2/16/2021,Terengganu,26,28,496
2/16/2021,W.P. Kuala Lumpur,318,894,4868
2/16/2021,W.P. Labuan,1,5,25
2/16/2021,W.P. Putrajaya,6,17,77
2/17/2021,Johor,436,1522,10193
2/17/2021,Kedah,36,273,963
2/17/2021,Kelantan,72,223,570
2/17/2021,Melaka,20,349,971
2/17/2021,Negeri Sembilan,233,269,1185
2/17/2021,Pahang,14,329,530
2/17/2021,Perak,99,285,988
2/17/2021,Perlis,0,2,10
2/17/2021,Pulau Pinang,92,312,1211
2/17/2021,Sabah,94,403,1207
2/17/2021,Sarawak,200,241,1667
2/17/2021,Selangor,1382,1126,16500
2/17/2021,Terengganu,91,121,466
2/17/2021,W.P. Kuala Lumpur,226,245,4846
2/17/2021,W.P. Labuan,1,7,19
2/17/2021,W.P. Putrajaya,2,2,77
2/18/2021,Johor,426,2496,8122
2/18/2021,Kedah,182,49,1096
2/18/2021,Kelantan,43,34,579
2/18/2021,Melaka,38,59,950
2/18/2021,Negeri Sembilan,81,54,1212
2/18/2021,Pahang,52,7,575
2/18/2021,Perak,198,25,1161
2/18/2021,Perlis,6,2,14
2/18/2021,Pulau Pinang,116,64,1263
2/18/2021,Sabah,114,131,1190
2/18/2021,Sarawak,200,147,1720
2/18/2021,Selangor,1013,1741,15772
2/18/2021,Terengganu,19,22,463
2/18/2021,W.P. Kuala Lumpur,212,471,4587
2/18/2021,W.P. Labuan,5,6,18
2/18/2021,W.P. Putrajaya,7,12,72
2/19/2021,Johor,730,1114,7735
2/19/2021,Kedah,36,239,893
2/19/2021,Kelantan,38,89,528
2/19/2021,Melaka,26,259,716
2/19/2021,Negeri Sembilan,191,219,1184
2/19/2021,Pahang,26,236,365
2/19/2021,Perak,155,235,1081
2/19/2021,Perlis,0,2,12
2/19/2021,Pulau Pinang,188,223,1228
2/19/2021,Sabah,101,87,1201
2/19/2021,Sarawak,199,137,1777
2/19/2021,Selangor,978,1483,15249
2/19/2021,Terengganu,37,38,462
2/19/2021,W.P. Kuala Lumpur,227,511,4295
2/19/2021,W.P. Labuan,1,5,14
2/19/2021,W.P. Putrajaya,3,12,62
2/20/2021,Johor,233,503,7465
2/20/2021,Kedah,101,53,941
2/20/2021,Kelantan,257,45,739
2/20/2021,Melaka,32,14,734
2/20/2021,Negeri Sembilan,89,31,1241
2/20/2021,Pahang,42,4,403
2/20/2021,Perak,108,50,1138
2/20/2021,Perlis,3,0,15
2/20/2021,Pulau Pinang,87,104,1211
2/20/2021,Sabah,109,112,1197
2/20/2021,Sarawak,134,60,1847
2/20/2021,Selangor,1001,2893,13356
2/20/2021,Terengganu,22,25,459
2/20/2021,W.P. Kuala Lumpur,230,873,3652
2/20/2021,W.P. Labuan,0,2,12
2/20/2021,W.P. Putrajaya,13,13,62
2/21/2021,Johor,431,466,7430
2/21/2021,Kedah,15,77,879
2/21/2021,Kelantan,30,81,688
2/21/2021,Melaka,65,288,511
2/21/2021,Negeri Sembilan,122,201,1162
2/21/2021,Pahang,9,109,303
2/21/2021,Perak,1215,149,2204
2/21/2021,Perlis,0,0,15
2/21/2021,Pulau Pinang,127,311,1027
2/21/2021,Sabah,85,156,1126
2/21/2021,Sarawak,185,198,1834
2/21/2021,Selangor,868,1905,12317
2/21/2021,Terengganu,12,50,418
2/21/2021,W.P. Kuala Lumpur,123,458,3316
2/21/2021,W.P. Labuan,3,3,12
2/21/2021,W.P. Putrajaya,7,4,65
2/22/2021,Johor,211,619,7021
2/22/2021,Kedah,26,79,826
2/22/2021,Kelantan,28,24,692
2/22/2021,Melaka,14,65,460
2/22/2021,Negeri Sembilan,64,76,1150
2/22/2021,Pahang,7,24,285
2/22/2021,Perak,148,86,2266
2/22/2021,Perlis,4,0,19
2/22/2021,Pulau Pinang,135,156,1006
2/22/2021,Sabah,110,122,1112
2/22/2021,Sarawak,221,81,1973
2/22/2021,Selangor,910,1406,11819
2/22/2021,Terengganu,4,43,379
2/22/2021,W.P. Kuala Lumpur,303,622,2997
2/22/2021,W.P. Labuan,0,0,12
2/22/2021,W.P. Putrajaya,7,11,61
2/23/2021,Johor,428,1083,6365
2/23/2021,Kedah,15,92,749
2/23/2021,Kelantan,96,42,745
2/23/2021,Melaka,22,106,376
2/23/2021,Negeri Sembilan,100,313,937
2/23/2021,Pahang,11,30,266
2/23/2021,Perak,308,124,2450
2/23/2021,Perlis,0,4,15
2/23/2021,Pulau Pinang,155,114,1047
2/23/2021,Sabah,94,21,1184
2/23/2021,Sarawak,133,252,1850
2/23/2021,Selangor,932,1456,11283
2/23/2021,Terengganu,9,49,339
2/23/2021,W.P. Kuala Lumpur,155,358,2793
2/23/2021,W.P. Labuan,6,1,17
2/23/2021,W.P. Putrajaya,4,10,55
2/24/2021,Johor,318,518,6165
2/24/2021,Kedah,17,187,579
2/24/2021,Kelantan,53,100,698
2/24/2021,Melaka,26,37,365
2/24/2021,Negeri Sembilan,1392,119,2210
2/24/2021,Pahang,8,20,254
2/24/2021,Perak,188,95,2543
2/24/2021,Perlis,0,1,14
2/24/2021,Pulau Pinang,95,95,1046
2/24/2021,Sabah,105,189,1099
2/24/2021,Sarawak,353,147,2056
2/24/2021,Selangor,581,1322,10540
2/24/2021,Terengganu,22,63,297
2/24/2021,W.P. Kuala Lumpur,381,432,2735
2/24/2021,W.P. Labuan,5,1,21
2/24/2021,W.P. Putrajaya,1,5,51
2/25/2021,Johor,257,804,5618
2/25/2021,Kedah,29,9,599
2/25/2021,Kelantan,44,26,716
2/25/2021,Melaka,22,57,330
2/25/2021,Negeri Sembilan,62,96,2176
2/25/2021,Pahang,19,24,249
2/25/2021,Perak,120,181,2482
2/25/2021,Perlis,1,1,14
2/25/2021,Pulau Pinang,162,154,1053
2/25/2021,Sabah,93,127,1064
2/25/2021,Sarawak,219,244,2029
2/25/2021,Selangor,666,1604,9593
2/25/2021,Terengganu,6,46,257
2/25/2021,W.P. Kuala Lumpur,218,372,2581
2/25/2021,W.P. Labuan,4,2,23
2/25/2021,W.P. Putrajaya,2,5,48
2/26/2021,Johor,276,721,5172
2/26/2021,Kedah,25,55,569
2/26/2021,Kelantan,73,47,742
2/26/2021,Melaka,13,31,312
2/26/2021,Negeri Sembilan,68,145,2099
2/26/2021,Pahang,21,43,227
2/26/2021,Perak,545,122,2905
2/26/2021,Perlis,4,5,13
2/26/2021,Pulau Pinang,93,128,1018
2/26/2021,Sabah,129,131,1062
2/26/2021,Sarawak,250,166,2111
2/26/2021,Selangor,633,1149,9073
2/26/2021,Terengganu,1,11,247
2/26/2021,W.P. Kuala Lumpur,122,318,2382
2/26/2021,W.P. Labuan,0,5,18
2/26/2021,W.P. Putrajaya,0,8,40
2/27/2021,Johor,314,820,4665
2/27/2021,Kedah,17,65,521
2/27/2021,Kelantan,68,46,764
2/27/2021,Melaka,17,27,302
2/27/2021,Negeri Sembilan,74,109,2064
2/27/2021,Pahang,8,19,216
2/27/2021,Perak,305,177,3033
2/27/2021,Perlis,0,0,13
2/27/2021,Pulau Pinang,155,112,1061
2/27/2021,Sabah,157,178,1041
2/27/2021,Sarawak,255,258,2107
2/27/2021,Selangor,862,1132,8801
2/27/2021,Terengganu,11,30,228
2/27/2021,W.P. Kuala Lumpur,117,344,2149
2/27/2021,W.P. Labuan,0,0,18
2/27/2021,W.P. Putrajaya,4,3,41
2/28/2021,Johor,340,522,4482
2/28/2021,Kedah,13,73,461
2/28/2021,Kelantan,33,87,709
2/28/2021,Melaka,10,36,275
2/28/2021,Negeri Sembilan,65,32,2097
2/28/2021,Pahang,11,9,218
2/28/2021,Perak,287,802,2517
2/28/2021,Perlis,0,0,13
2/28/2021,Pulau Pinang,105,105,1061
2/28/2021,Sabah,134,162,1013
2/28/2021,Sarawak,171,216,2060
2/28/2021,Selangor,914,943,8769
2/28/2021,Terengganu,12,35,205
2/28/2021,W.P. Kuala Lumpur,337,223,2263
2/28/2021,W.P. Labuan,2,3,17
2/28/2021,W.P. Putrajaya,3,3,41
3/1/2021,Johor,490,246,4726
3/1/2021,Kedah,16,45,432
3/1/2021,Kelantan,36,44,701
3/1/2021,Melaka,8,36,246
3/1/2021,Negeri Sembilan,167,185,2079
3/1/2021,Pahang,8,18,208
3/1/2021,Perak,144,148,2513
3/1/2021,Perlis,1,3,11
3/1/2021,Pulau Pinang,85,131,1015
3/1/2021,Sabah,104,73,1042
3/1/2021,Sarawak,220,172,2108
3/1/2021,Selangor,453,1006,8216
3/1/2021,Terengganu,15,27,193
3/1/2021,W.P. Kuala Lumpur,75,341,1995
3/1/2021,W.P. Labuan,0,3,14
3/1/2021,W.P. Putrajaya,6,8,39
3/2/2021,Johor,163,434,4455
3/2/2021,Kedah,11,64,379
3/2/2021,Kelantan,46,52,695
3/2/2021,Melaka,11,25,232
3/2/2021,Negeri Sembilan,115,203,1991
3/2/2021,Pahang,3,17,194
3/2/2021,Perak,63,142,2433
3/2/2021,Perlis,0,1,10
3/2/2021,Pulau Pinang,106,67,1054
3/2/2021,Sabah,53,85,1009
3/2/2021,Sarawak,159,220,2047
3/2/2021,Selangor,672,905,7980
3/2/2021,Terengganu,7,33,167
3/2/2021,W.P. Kuala Lumpur,145,276,1863
3/2/2021,W.P. Labuan,0,0,14
3/2/2021,W.P. Putrajaya,1,4,36
3/3/2021,Johor,376,394,4436
3/3/2021,Kedah,40,27,392
3/3/2021,Kelantan,33,83,644
3/3/2021,Melaka,36,16,252
3/3/2021,Negeri Sembilan,24,45,1970
3/3/2021,Pahang,36,14,216
3/3/2021,Perak,136,459,2110
3/3/2021,Perlis,0,0,10
3/3/2021,Pulau Pinang,90,99,1045
3/3/2021,Sabah,95,94,1009
3/3/2021,Sarawak,139,165,2020
3/3/2021,Selangor,640,693,7926
3/3/2021,Terengganu,5,71,101
3/3/2021,W.P. Kuala Lumpur,92,108,1845
3/3/2021,W.P. Labuan,0,7,7
3/3/2021,W.P. Putrajaya,3,1,38
3/4/2021,Johor,255,381,4310
3/4/2021,Kedah,12,171,233
3/4/2021,Kelantan,44,28,660
3/4/2021,Melaka,3,38,217
3/4/2021,Negeri Sembilan,91,750,1311
3/4/2021,Pahang,13,33,195
3/4/2021,Perak,101,103,2108
3/4/2021,Perlis,1,2,9
3/4/2021,Pulau Pinang,337,130,1252
3/4/2021,Sabah,78,94,993
3/4/2021,Sarawak,361,279,2102
3/4/2021,Selangor,630,717,7836
3/4/2021,Terengganu,10,18,93
3/4/2021,W.P. Kuala Lumpur,120,174,1790
3/4/2021,W.P. Labuan,0,3,4
3/4/2021,W.P. Putrajaya,7,1,44
3/5/2021,Johor,463,765,4008
3/5/2021,Kedah,9,26,215
3/5/2021,Kelantan,57,40,677
3/5/2021,Melaka,10,22,205
3/5/2021,Negeri Sembilan,77,108,1280
3/5/2021,Pahang,38,23,210
3/5/2021,Perak,109,563,1654
3/5/2021,Perlis,1,2,8
3/5/2021,Pulau Pinang,119,161,1210
3/5/2021,Sabah,97,93,997
3/5/2021,Sarawak,250,178,2174
3/5/2021,Selangor,794,1110,7515
3/5/2021,Terengganu,16,17,92
3/5/2021,W.P. Kuala Lumpur,108,165,1733
3/5/2021,W.P. Labuan,2,1,5
3/5/2021,W.P. Putrajaya,4,1,47
3/6/2021,Johor,139,232,3915
3/6/2021,Kedah,11,45,181
3/6/2021,Kelantan,35,223,489
3/6/2021,Melaka,10,13,202
3/6/2021,Negeri Sembilan,89,129,1240
3/6/2021,Pahang,17,31,196
3/6/2021,Perak,68,247,1475
3/6/2021,Perlis,0,0,8
3/6/2021,Pulau Pinang,84,122,1172
3/6/2021,Sabah,74,105,965
3/6/2021,Sarawak,221,210,2182
3/6/2021,Selangor,826,998,7340
3/6/2021,Terengganu,22,7,107
3/6/2021,W.P. Kuala Lumpur,81,175,1639
3/6/2021,W.P. Labuan,1,1,5
3/6/2021,W.P. Putrajaya,2,10,39
3/7/2021,Johor,158,327,3746
3/7/2021,Kedah,15,27,169
3/7/2021,Kelantan,12,52,449
3/7/2021,Melaka,3,40,165
3/7/2021,Negeri Sembilan,48,46,1242
3/7/2021,Pahang,12,8,199
3/7/2021,Perak,48,631,892
3/7/2021,Perlis,24,0,32
3/7/2021,Pulau Pinang,172,137,1207
3/7/2021,Sabah,99,92,972
3/7/2021,Sarawak,201,188,2195
3/7/2021,Selangor,746,611,7473
3/7/2021,Terengganu,10,6,111
3/7/2021,W.P. Kuala Lumpur,125,338,1426
3/7/2021,W.P. Labuan,8,1,12
3/7/2021,W.P. Putrajaya,2,2,39
3/8/2021,Johor,120,162,3702
3/8/2021,Kedah,9,19,159
3/8/2021,Kelantan,28,53,424
3/8/2021,Melaka,4,11,158
3/8/2021,Negeri Sembilan,89,63,1268
3/8/2021,Pahang,3,14,188
3/8/2021,Perak,49,158,783
3/8/2021,Perlis,17,1,48
3/8/2021,Pulau Pinang,76,162,1119
3/8/2021,Sabah,71,124,917
3/8/2021,Sarawak,252,222,2224
3/8/2021,Selangor,726,917,7282
3/8/2021,Terengganu,13,12,112
3/8/2021,W.P. Kuala Lumpur,71,144,1352
3/8/2021,W.P. Labuan,0,2,10
3/8/2021,W.P. Putrajaya,1,12,28
3/9/2021,Johor,165,393,3474
3/9/2021,Kedah,25,21,163
3/9/2021,Kelantan,16,73,367
3/9/2021,Melaka,0,16,142
3/9/2021,Negeri Sembilan,45,84,1229
3/9/2021,Pahang,2,8,182
3/9/2021,Perak,34,94,722
3/9/2021,Perlis,1,0,49
3/9/2021,Pulau Pinang,143,98,1164
3/9/2021,Sabah,64,121,859
3/9/2021,Sarawak,163,207,2179
3/9/2021,Selangor,464,998,6744
3/9/2021,Terengganu,36,7,140
3/9/2021,W.P. Kuala Lumpur,119,218,1252
3/9/2021,W.P. Labuan,0,0,10
3/9/2021,W.P. Putrajaya,3,7,24
3/10/2021,Johor,273,336,3410
3/10/2021,Kedah,20,17,166
3/10/2021,Kelantan,19,58,328
3/10/2021,Melaka,11,44,108
3/10/2021,Negeri Sembilan,10,557,682
3/10/2021,Pahang,1,41,142
3/10/2021,Perak,83,185,620
3/10/2021,Perlis,7,4,52
3/10/2021,Pulau Pinang,99,144,1119
3/10/2021,Sabah,54,57,855
3/10/2021,Sarawak,199,154,2224
3/10/2021,Selangor,561,472,6831
3/10/2021,Terengganu,8,14,134
3/10/2021,W.P. Kuala Lumpur,103,53,1302
3/10/2021,W.P. Labuan,0,0,10
3/10/2021,W.P. Putrajaya,0,1,23
3/11/2021,Johor,170,218,3360
3/11/2021,Kedah,18,11,173
3/11/2021,Kelantan,28,49,306
3/11/2021,Melaka,71,23,156
3/11/2021,Negeri Sembilan,79,116,645
3/11/2021,Pahang,7,11,138
3/11/2021,Perak,69,89,599
3/11/2021,Perlis,2,0,54
3/11/2021,Pulau Pinang,169,304,984
3/11/2021,Sabah,61,78,838
3/11/2021,Sarawak,168,262,2130
3/11/2021,Selangor,712,746,6793
3/11/2021,Terengganu,4,11,127
3/11/2021,W.P. Kuala Lumpur,86,178,1209
3/11/2021,W.P. Labuan,1,0,11
3/11/2021,W.P. Putrajaya,2,8,17
3/12/2021,Johor,135,299,3196
3/12/2021,Kedah,23,36,160
3/12/2021,Kelantan,43,56,293
3/12/2021,Melaka,25,13,168
3/12/2021,Negeri Sembilan,32,75,602
3/12/2021,Pahang,4,37,105
3/12/2021,Perak,44,87,556
3/12/2021,Perlis,25,0,79
3/12/2021,Pulau Pinang,132,147,969
3/12/2021,Sabah,57,88,806
3/12/2021,Sarawak,173,233,2070
3/12/2021,Selangor,751,802,6741
3/12/2021,Terengganu,16,3,140
3/12/2021,W.P. Kuala Lumpur,108,161,1155
3/12/2021,W.P. Labuan,3,3,11
3/12/2021,W.P. Putrajaya,4,2,19
3/13/2021,Johor,101,328,2969
3/13/2021,Kedah,13,12,161
3/13/2021,Kelantan,40,54,279
3/13/2021,Melaka,2,21,149
3/13/2021,Negeri Sembilan,6,24,584
3/13/2021,Pahang,8,3,110
3/13/2021,Perak,72,96,532
3/13/2021,Perlis,29,1,107
3/13/2021,Pulau Pinang,178,117,1030
3/13/2021,Sabah,71,77,800
3/13/2021,Sarawak,222,226,2066
3/13/2021,Selangor,551,719,6572
3/13/2021,Terengganu,14,14,139
3/13/2021,W.P. Kuala Lumpur,158,131,1181
3/13/2021,W.P. Labuan,1,5,7
3/13/2021,W.P. Putrajaya,4,2,21
3/14/2021,Johor,121,289,2801
3/14/2021,Kedah,33,10,184
3/14/2021,Kelantan,26,54,251
3/14/2021,Melaka,4,8,145
3/14/2021,Negeri Sembilan,21,156,449
3/14/2021,Pahang,5,13,102
3/14/2021,Perak,101,79,554
3/14/2021,Perlis,0,3,104
3/14/2021,Pulau Pinang,154,79,1105
3/14/2021,Sabah,39,158,681
3/14/2021,Sarawak,178,168,2075
3/14/2021,Selangor,577,576,6572
3/14/2021,Terengganu,37,30,146
3/14/2021,W.P. Kuala Lumpur,55,155,1079
3/14/2021,W.P. Labuan,1,1,7
3/14/2021,W.P. Putrajaya,2,3,20
3/15/2021,Johor,118,520,2398
3/15/2021,Kedah,27,16,195
3/15/2021,Kelantan,25,17,259
3/15/2021,Melaka,2,4,143
3/15/2021,Negeri Sembilan,80,117,412
3/15/2021,Pahang,17,6,113
3/15/2021,Perak,37,41,550
3/15/2021,Perlis,0,10,94
3/15/2021,Pulau Pinang,142,112,1135
3/15/2021,Sabah,29,126,584
3/15/2021,Sarawak,251,200,2125
3/15/2021,Selangor,379,706,6244
3/15/2021,Terengganu,39,6,179
3/15/2021,W.P. Kuala Lumpur,61,91,1049
3/15/2021,W.P. Labuan,0,1,6
3/15/2021,W.P. Putrajaya,1,0,21
3/16/2021,Johor,91,155,2334
3/16/2021,Kedah,32,15,212
3/16/2021,Kelantan,67,30,296
3/16/2021,Melaka,1,3,141
3/16/2021,Negeri Sembilan,17,36,393
3/16/2021,Pahang,2,1,114
3/16/2021,Perak,24,60,514
3/16/2021,Perlis,0,12,82
3/16/2021,Pulau Pinang,175,100,1210
3/16/2021,Sabah,38,70,552
3/16/2021,Sarawak,183,208,2097
3/16/2021,Selangor,323,552,6014
3/16/2021,Terengganu,23,8,194
3/16/2021,W.P. Kuala Lumpur,86,114,1020
3/16/2021,W.P. Labuan,1,0,7
3/16/2021,W.P. Putrajaya,0,1,20
3/17/2021,Johor,169,334,2169
3/17/2021,Kedah,26,9,229
3/17/2021,Kelantan,19,19,296
3/17/2021,Melaka,20,4,157
3/17/2021,Negeri Sembilan,46,20,419
3/17/2021,Pahang,3,14,103
3/17/2021,Perak,36,51,499
3/17/2021,Perlis,1,1,82
3/17/2021,Pulau Pinang,69,63,1216
3/17/2021,Sabah,31,81,500
3/17/2021,Sarawak,225,222,2100
3/17/2021,Selangor,499,448,6065
3/17/2021,Terengganu,15,11,198
3/17/2021,W.P. Kuala Lumpur,54,65,1009
3/17/2021,W.P. Labuan,1,0,8
3/17/2021,W.P. Putrajaya,5,4,21
3/18/2021,Johor,142,202,2109
3/18/2021,Kedah,38,22,245
3/18/2021,Kelantan,20,26,289
3/18/2021,Melaka,8,5,160
3/18/2021,Negeri Sembilan,23,42,400
3/18/2021,Pahang,14,6,111
3/18/2021,Perak,39,43,495
3/18/2021,Perlis,0,8,74
3/18/2021,Pulau Pinang,104,102,1218
3/18/2021,Sabah,73,47,525
3/18/2021,Sarawak,303,231,2171
3/18/2021,Selangor,353,646,5772
3/18/2021,Terengganu,15,40,173
3/18/2021,W.P. Kuala Lumpur,79,83,1005
3/18/2021,W.P. Labuan,2,0,10
3/18/2021,W.P. Putrajaya,0,0,21
3/19/2021,Johor,137,446,1800
3/19/2021,Kedah,25,21,249
3/19/2021,Kelantan,52,27,314
3/19/2021,Melaka,54,58,156
3/19/2021,Negeri Sembilan,41,64,377
3/19/2021,Pahang,13,13,111
3/19/2021,Perak,100,69,526
3/19/2021,Perlis,0,12,62
3/19/2021,Pulau Pinang,182,174,1226
3/19/2021,Sabah,33,78,480
3/19/2021,Sarawak,407,193,2384
3/19/2021,Selangor,348,720,5400
3/19/2021,Terengganu,6,4,175
3/19/2021,W.P. Kuala Lumpur,175,110,1069
3/19/2021,W.P. Labuan,2,4,8
3/19/2021,W.P. Putrajaya,1,3,19
3/20/2021,Johor,130,143,1787
3/20/2021,Kedah,46,18,276
3/20/2021,Kelantan,63,50,327
3/20/2021,Melaka,18,18,156
3/20/2021,Negeri Sembilan,25,57,345
3/20/2021,Pahang,3,15,99
3/20/2021,Perak,37,108,455
3/20/2021,Perlis,0,50,12
3/20/2021,Pulau Pinang,328,201,1353
3/20/2021,Sabah,102,41,540
3/20/2021,Sarawak,154,211,2327
3/20/2021,Selangor,652,591,5459
3/20/2021,Terengganu,32,5,202
3/20/2021,W.P. Kuala Lumpur,78,72,1075
3/20/2021,W.P. Labuan,3,1,10
3/20/2021,W.P. Putrajaya,0,4,15
3/21/2021,Johor,141,119,1809
3/21/2021,Kedah,30,17,289
3/21/2021,Kelantan,30,18,339
3/21/2021,Melaka,10,8,158
3/21/2021,Negeri Sembilan,22,5,362
3/21/2021,Pahang,11,13,97
3/21/2021,Perak,55,85,424
3/21/2021,Perlis,5,3,14
3/21/2021,Pulau Pinang,205,177,1381
3/21/2021,Sabah,50,47,543
3/21/2021,Sarawak,276,169,2433
3/21/2021,Selangor,356,493,5321
3/21/2021,Terengganu,18,15,205
3/21/2021,W.P. Kuala Lumpur,115,74,1115
3/21/2021,W.P. Labuan,0,1,9
3/21/2021,W.P. Putrajaya,3,3,15
3/22/2021,Johor,86,179,1716
3/22/2021,Kedah,27,40,276
3/22/2021,Kelantan,44,34,349
3/22/2021,Melaka,12,6,164
3/22/2021,Negeri Sembilan,41,50,352
3/22/2021,Pahang,42,2,136
3/22/2021,Perak,39,33,430
3/22/2021,Perlis,0,4,10
3/22/2021,Pulau Pinang,88,150,1318
3/22/2021,Sabah,36,78,500
3/22/2021,Sarawak,124,237,2320
3/22/2021,Selangor,403,539,5185
3/22/2021,Terengganu,3,20,188
3/22/2021,W.P. Kuala Lumpur,158,120,1152
3/22/2021,W.P. Labuan,8,1,16
3/22/2021,W.P. Putrajaya,5,2,18
3/23/2021,Johor,161,266,1610
3/23/2021,Kedah,51,31,296
3/23/2021,Kelantan,65,32,382
3/23/2021,Melaka,45,1,208
3/23/2021,Negeri Sembilan,10,26,336
3/23/2021,Pahang,38,3,171
3/23/2021,Perak,4,34,400
3/23/2021,Perlis,0,0,10
3/23/2021,Pulau Pinang,100,114,1304
3/23/2021,Sabah,60,42,518
3/23/2021,Sarawak,140,191,2269
3/23/2021,Selangor,625,272,5538
3/23/2021,Terengganu,7,23,172
3/23/2021,W.P. Kuala Lumpur,64,23,1193
3/23/2021,W.P. Labuan,14,0,30
3/23/2021,W.P. Putrajaya,0,0,18
3/24/2021,Johor,135,90,1655
3/24/2021,Kedah,49,11,334
3/24/2021,Kelantan,49,48,383
3/24/2021,Melaka,52,6,254
3/24/2021,Negeri Sembilan,59,7,388
3/24/2021,Pahang,43,1,213
3/24/2021,Perak,42,70,372
3/24/2021,Perlis,0,1,9
3/24/2021,Pulau Pinang,99,95,1308
3/24/2021,Sabah,45,24,539
3/24/2021,Sarawak,141,124,2286
3/24/2021,Selangor,490,486,5540
3/24/2021,Terengganu,4,38,138
3/24/2021,W.P. Kuala Lumpur,53,79,1167
3/24/2021,W.P. Labuan,1,2,29
3/24/2021,W.P. Putrajaya,6,1,23
3/25/2021,Johor,129,196,1588
3/25/2021,Kedah,44,25,353
3/25/2021,Kelantan,63,48,398
3/25/2021,Melaka,32,7,279
3/25/2021,Negeri Sembilan,49,56,381
3/25/2021,Pahang,10,8,215
3/25/2021,Perak,71,27,416
3/25/2021,Perlis,0,1,8
3/25/2021,Pulau Pinang,113,150,1271
3/25/2021,Sabah,70,85,524
3/25/2021,Sarawak,308,187,2405
3/25/2021,Selangor,356,591,5305
3/25/2021,Terengganu,6,23,121
3/25/2021,W.P. Kuala Lumpur,98,79,1186
3/25/2021,W.P. Labuan,3,3,29
3/25/2021,W.P. Putrajaya,8,5,26
3/26/2021,Johor,120,159,1549
3/26/2021,Kedah,27,38,342
3/26/2021,Kelantan,86,23,461
3/26/2021,Melaka,19,33,265
3/26/2021,Negeri Sembilan,12,19,374
3/26/2021,Pahang,6,4,217
3/26/2021,Perak,28,41,403
3/26/2021,Perlis,2,3,7
3/26/2021,Pulau Pinang,137,165,1243
3/26/2021,Sabah,51,66,509
3/26/2021,Sarawak,213,239,2379
3/26/2021,Selangor,478,636,5146
3/26/2021,Terengganu,3,18,106
3/26/2021,W.P. Kuala Lumpur,86,64,1208
3/26/2021,W.P. Labuan,5,1,33
3/26/2021,W.P. Putrajaya,2,0,28
3/27/2021,Johor,81,111,1519
3/27/2021,Kedah,33,19,356
3/27/2021,Kelantan,138,40,559
3/27/2021,Melaka,36,13,288
3/27/2021,Negeri Sembilan,43,14,403
3/27/2021,Pahang,30,3,244
3/27/2021,Perak,9,31,381
3/27/2021,Perlis,0,0,7
3/27/2021,Pulau Pinang,125,145,1222
3/27/2021,Sabah,64,47,525
3/27/2021,Sarawak,267,281,2365
3/27/2021,Selangor,283,384,5045
3/27/2021,Terengganu,3,19,90
3/27/2021,W.P. Kuala Lumpur,84,147,1145
3/27/2021,W.P. Labuan,2,2,33
3/27/2021,W.P. Putrajaya,1,1,28
3/28/2021,Johor,176,191,1504
3/28/2021,Kedah,23,2,376
3/28/2021,Kelantan,34,20,573
3/28/2021,Melaka,5,5,288
3/28/2021,Negeri Sembilan,9,18,394
3/28/2021,Pahang,32,5,271
3/28/2021,Perak,23,62,342
3/28/2021,Perlis,0,0,7
3/28/2021,Pulau Pinang,212,175,1259
3/28/2021,Sabah,38,44,519
3/28/2021,Sarawak,426,206,2583
3/28/2021,Selangor,256,324,4976
3/28/2021,Terengganu,2,2,90
3/28/2021,W.P. Kuala Lumpur,58,63,1140
3/28/2021,W.P. Labuan,6,8,31
3/28/2021,W.P. Putrajaya,2,2,28
3/29/2021,Johor,171,99,1576
3/29/2021,Kedah,13,65,324
3/29/2021,Kelantan,49,59,563
3/29/2021,Melaka,8,5,291
3/29/2021,Negeri Sembilan,18,39,373
3/29/2021,Pahang,5,25,251
3/29/2021,Perak,5,23,324
3/29/2021,Perlis,0,0,7
3/29/2021,Pulau Pinang,164,188,1235
3/29/2021,Sabah,34,32,519
3/29/2021,Sarawak,192,215,2558
3/29/2021,Selangor,219,245,4949
3/29/2021,Terengganu,4,23,71
3/29/2021,W.P. Kuala Lumpur,57,72,1125
3/29/2021,W.P. Labuan,1,6,26
3/29/2021,W.P. Putrajaya,1,1,28
3/30/2021,Johor,96,39,1633
3/30/2021,Kedah,41,32,333
3/30/2021,Kelantan,44,34,573
3/30/2021,Melaka,6,10,287
3/30/2021,Negeri Sembilan,39,33,379
3/30/2021,Pahang,16,2,265
3/30/2021,Perak,44,15,353
3/30/2021,Perlis,1,0,8
3/30/2021,Pulau Pinang,194,207,1222
3/30/2021,Sabah,41,82,478
3/30/2021,Sarawak,153,201,2509
3/30/2021,Selangor,401,374,4975
3/30/2021,Terengganu,2,37,36
3/30/2021,W.P. Kuala Lumpur,53,81,1095
3/30/2021,W.P. Labuan,1,1,26
3/30/2021,W.P. Putrajaya,1,0,29
3/31/2021,Johor,86,159,1559
3/31/2021,Kedah,37,27,343
3/31/2021,Kelantan,57,41,589
3/31/2021,Melaka,41,8,320
3/31/2021,Negeri Sembilan,32,41,370
3/31/2021,Pahang,36,10,291
3/31/2021,Perak,31,28,356
3/31/2021,Perlis,1,1,8
3/31/2021,Pulau Pinang,200,106,1316
3/31/2021,Sabah,69,39,507
3/31/2021,Sarawak,176,141,2542
3/31/2021,Selangor,661,397,5235
3/31/2021,Terengganu,2,3,35
